11:56:13.699 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
11:56:23.318 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0
11:56:23.373 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 37 ms to scan 1 urls, producing 3 keys and 6 values 
11:56:23.414 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 25 ms to scan 1 urls, producing 4 keys and 9 values 
11:56:23.438 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 21 ms to scan 1 urls, producing 3 keys and 10 values 
11:56:23.689 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 246 ms to scan 199 urls, producing 0 keys and 0 values 
11:56:23.701 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 1 keys and 5 values 
11:56:23.718 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 1 keys and 7 values 
11:56:23.734 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 2 keys and 8 values 
11:56:23.963 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 226 ms to scan 199 urls, producing 0 keys and 0 values 
11:56:23.964 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
11:56:23.965 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/832145584
11:56:23.965 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/224060798
11:56:23.966 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
11:56:23.966 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
11:56:23.974 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
11:56:34.634 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
11:56:37.642 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
11:56:40.645 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
11:56:40.647 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
11:56:40.648 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$344/521331027
11:56:42.049 [main] INFO  c.x.d.XmapDeviceApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
11:56:45.578 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9210"]
11:56:45.579 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
11:56:45.579 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
11:56:45.903 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
11:56:46.812 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Fail to connect server, after trying 1 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
11:56:50.049 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Fail to connect server, after trying 2 times, last try server is {serverIp = '127.0.0.1', server main port = 8848}, error = unknown
11:56:51.653 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Success to connect a server [127.0.0.1:8848], connectionId = 1691380611438_127.0.0.1_59927
11:56:51.654 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4f11d2e6-d4bd-4548-84fe-311bdb01cece_config-0] Notify connected event to listeners.
11:56:56.808 [main] INFO  c.a.d.p.DruidDataSource - [init,996] - {dataSource-1,master} inited
11:56:56.846 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
